period,registration_type,brand,nameplate,model,trim_label,grade,drive,range_km,battery_kwh,powertrain_hint,segment,body_type,market_position,powertrain,brand_segment,units,raw_label
2024-02,RY1,MG,MG HS,MG HS,PHEV,,,,,PHEV,C,CROSSOVER,MIXED,MIXED,MASS,27.0,MG HS PHEV
2024-05,RY1,GWM,Tank 500,Tank 500,,,,,,,E,PPV,LUXURY,HEV,MASS,27.0,GWM TANK 500 HYBRID
2024-07,RY1,Tesla,Model Y,Model Y,LONG RANGE,LONG RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,27.0,TESLA MODEL Y LONG RANGE
2024-08,RY1,Changan,Changan Lumin,Changan Lumin,L DC,,,,,,A,HATCHBACK,ENTRY,BEV,MASS,27.0,CHANGAN LUMIN L DC
2024-09,RY1,Tesla,Model Y,Model Y,PERFORMANCE,PERFORMANCE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,27.0,TESLA MODEL Y PERFORMANCE
2024-11,RY1,GWM,Ora Good Cat,Ora Good Cat,07,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,27.0,ORA ORA 07
2024-12,RY1,GWM,Haval H6,Haval H6,HEV ULTRA,ULTRA,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,27.0,HAVAL H6 HEV ULTRA
2024-12,RY1,Chery,Omoda C5,Omoda C5,EV Long Range Ultimate,LONG RANGE,,,,BEV,B,CROSSOVER,VOLUME,BEV,MASS,27.0,OMODA C5 EV Long Range Ultimate
2025-01,RY1,MG,MG Cyberster,MG Cyberster,,,,,,,D,COUPE,LUXURY,BEV,MASS,27.0,MG CYBERSTER
2025-05,RY1,XPeng,XPeng X9,XPeng X9,STANDARD RANGE,STANDARD RANGE,,,,,E,MPV,LUXURY,BEV,PREMIUM_TECH,27.0,XPENG X9 STANDARD RANGE
2025-06,RY1,BYD,Seal,Seal,EXD AWD,,AWD,,,,D,SEDAN,UPPER,BEV,MASS,27.0,BYD BYD SEAL EXD AWD
2025-08,RY1,MG,MG ZS EV,MG ZS EV,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,27.0,MG ZS EV
2025-08,RY1,Tesla,Model 3,Model 3,LONG RANGE,LONG RANGE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,27.0,TESLA MODEL 3 LONG RANGE
2025-09,RY1,Deepal,Deepal L07,Deepal L07,,,,,,,D,SEDAN,UPPER,BEV,MASS,27.0,DEEPAL L07
2025-10,RY1,MG,MG Maxus 7,MG Maxus 7,,,,,,,D,MPV,UPPER,ICE,MASS,27.0,MG MAXUS 7
2026-01,RY1,Chery,Omoda C5,Omoda C5,EV Long Range Ultimate,LONG RANGE,,,,BEV,B,CROSSOVER,VOLUME,BEV,MASS,26.0,OMODA C5 EV Long Range Ultimate
2024-04,RY1,MG,MG HS,MG HS,PHEV,,,,,PHEV,C,CROSSOVER,MIXED,MIXED,MASS,26.0,MG HS PHEV
2024-05,RY1,MG,MG HS,MG HS,PHEV,,,,,PHEV,C,CROSSOVER,MIXED,MIXED,MASS,26.0,MG HS PHEV
2024-10,RY1,BYD,Atto 3,Atto 3,410KM-PREMIUM,PREMIUM,,410.0,,,B,CROSSOVER,VOLUME,BEV,MASS,26.0,BYD BYD ATTO3 (410KM-PREMIUM)
2024-10,RY1,BYD,Dolphin,Dolphin,STD,STD,,,,,B,HATCHBACK,VOLUME,BEV,MASS,26.0,BYD BYD DOLPHIN STD
2024-12,RY1,GWM,Haval H6,Haval H6,PLUG-IN HYBRID,,,,,PHEV,C,CROSSOVER,UPPER,MIXED,MASS,26.0,HAVAL H6 PLUG-IN HYBRID
2024-12,RY1,MG,MG Cyberster,MG Cyberster,,,,,,,D,COUPE,LUXURY,BEV,MASS,26.0,MG CYBERSTER
2025-01,RY1,BYD,Atto 3,Atto 3,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,26.0,BYD BYD ATTO 3
2025-02,RY1,Tesla,Model Y,Model Y,Rear-Wheel Drive,,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,26.0,TESLA Model Y Rear-Wheel Drive
2025-03,RY1,MG,MG ZS EV,MG ZS EV,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,26.0,MG ZS EV
2025-03,RY1,Wuling,Wuling Bingo,Wuling Bingo,SRDTH,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,26.0,WULING Binguo SRDTH
2025-07,RY1,Riddara,RD6,Riddara RD6 Double Cab,PRO 2WD,PRO,2WD,,,,F,PICKUP,UPPER,BEV,MASS,26.0,RIDDARA RD6 PRO 2WD
2025-07,RY3,MG,MG Extender,MG Extender Cab,,,,,,,F,PICKUP,VOLUME,ICE,MASS,26.0,MG MG EXTENDER
2025-08,RY1,GWM,Tank 300,Tank 300,,,,,,,C,PPV,UPPER,HEV,MASS,26.0,GWM TANK 300 HYBRID
2025-12,RY1,GWM,Tank 300,Tank 300,,,,,,,C,PPV,UPPER,HEV,MASS,26.0,GWM TANK 300 HYBRID
2026-01,RY1,GWM,Haval H6,Haval H6,HYBRID,,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,25.0,HAVAL H6 HYBRID
2026-01,RY1,Riddara,RD6,Riddara RD6 Double Cab,PRO 2WD,PRO,2WD,,,,F,PICKUP,UPPER,BEV,MASS,25.0,RIDDARA RD6 PRO 2WD
2026-01,RY1,XPeng,XPeng G6,XPeng G6,AWD Performance,PERFORMANCE,AWD,,,,D,CROSSOVER,UPPER,BEV,PREMIUM_TECH,25.0,XPENG G6 AWD Performance
2024-02,RY1,Tesla,Model Y,Model Y,LONG RANGE,LONG RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,25.0,TESLA MODEL Y LONG RANGE
2024-11,RY1,XPeng,XPeng G6,XPeng G6,STANDARD RANGE,STANDARD RANGE,,,,,D,CROSSOVER,UPPER,BEV,PREMIUM_TECH,25.0,XPENG G6 STANDARD RANGE
2024-12,RY1,MG,MG Maxus 7,MG Maxus 7,,,,,,,D,MPV,UPPER,ICE,MASS,25.0,MG MAXUS 7
2025-02,RY1,Riddara,RD6,Riddara RD6 Double Cab,PRO 2WD,PRO,2WD,,,,F,PICKUP,UPPER,BEV,MASS,25.0,RIDDARA RD6 PRO 2WD
2025-03,RY1,Deepal,Deepal L07,Deepal L07,,,,,,,D,SEDAN,UPPER,BEV,MASS,25.0,DEEPAL L07
2025-06,RY1,GWM,Tank 300,Tank 300,,,,,,,C,PPV,UPPER,HEV,MASS,25.0,GWM TANK 300 HYBRID
2025-07,RY1,MG,MG Maxus 7,MG Maxus 7,,,,,,,D,MPV,UPPER,ICE,MASS,25.0,MG MAXUS 7
2025-09,RY1,Zeekr,Zeekr X,Zeekr X,7X,,,,,,B,CROSSOVER,UPPER,BEV,PREMIUM_TECH,25.0,ZEEKR ZEEKR 7X
2025-11,RY1,Deepal,Deepal S05,Deepal S05,PLUS,PLUS,,,,,B,CROSSOVER,VOLUME,MIXED,MASS,25.0,DEEPAL S05 PLUS
2025-11,RY1,MG,MG Maxus 7,MG Maxus 7,,,,,,,D,MPV,UPPER,ICE,MASS,25.0,MG MAXUS 7
2025-11,RY1,Zeekr,Zeekr X,Zeekr X,,,,,,,B,CROSSOVER,UPPER,BEV,PREMIUM_TECH,25.0,ZEEKR ZEEKR X
2025-12,RY1,Riddara,RD6,Riddara RD6 Double Cab,PRO 2WD,PRO,2WD,,,,F,PICKUP,UPPER,BEV,MASS,25.0,RIDDARA RD6 PRO 2WD
2025-12,RY1,Wuling,Wuling Bingo,Wuling Bingo,SRDTH,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,25.0,WULING Binguo SRDTH
2026-01,RY1,BYD,BYD M6,BYD M6,,,,,,,C,MPV,VOLUME,BEV,MASS,24.0,BYD E6
2026-01,RY1,Zeekr,Zeekr X,Zeekr X,,,,,,,B,CROSSOVER,UPPER,BEV,PREMIUM_TECH,24.0,ZEEKR ZEEKR X
2022-10,RY2,MG,MG Extender,MG Extender Double Cab,,,,,,,F,PICKUP,VOLUME,ICE,MASS,24.0,MG MG EXTENDER
2023-08,RY3,MG,MG Extender,MG Extender Cab,,,,,,,F,PICKUP,VOLUME,ICE,MASS,24.0,MG MG EXTENDER
2024-09,RY1,GWM,Haval H6,Haval H6,PLUG-IN HYBRID,,,,,PHEV,C,CROSSOVER,UPPER,MIXED,MASS,24.0,HAVAL H6 PLUG-IN HYBRID
2024-09,RY1,MG,MG HS,MG HS,PHEV,,,,,PHEV,C,CROSSOVER,MIXED,MIXED,MASS,24.0,MG HS PHEV
2024-10,RY1,XPeng,XPeng G6,XPeng G6,LONG RANGE,LONG RANGE,,,,,D,CROSSOVER,UPPER,BEV,PREMIUM_TECH,24.0,XPENG G6 LONG RANGE
2024-11,RY3,MG,MG Extender,MG Extender Cab,,,,,,,F,PICKUP,VOLUME,ICE,MASS,24.0,MG MG EXTENDER
2024-12,RY1,GWM,Ora Good Cat,Ora Good Cat,07,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,24.0,ORA ORA 07
2024-12,RY1,Tesla,Model Y,Model Y,Rear-Wheel Drive,,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,24.0,TESLA Model Y Rear-Wheel Drive
2025-06,RY1,GWM,Haval H6,Haval H6,HEV ULTRA,ULTRA,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,24.0,HAVAL H6 HEV ULTRA
2025-08,RY1,Deepal,Deepal L07,Deepal L07,,,,,,,D,SEDAN,UPPER,BEV,MASS,24.0,DEEPAL L07
2025-08,RY1,Zeekr,Zeekr X,Zeekr X,,,,,,,B,CROSSOVER,UPPER,BEV,PREMIUM_TECH,24.0,ZEEKR ZEEKR X
2025-10,RY1,BYD,Seal,Seal,STD RWD,STD,RWD,,,,D,SEDAN,UPPER,BEV,MASS,24.0,BYD BYD SEAL STD RWD
2025-11,RY1,Deepal,Deepal S07,Deepal S07,L,,,,,,C,CROSSOVER,UPPER,BEV,MASS,24.0,DEEPAL S07 L
2025-12,RY1,BYD,Seal,Seal,EXD AWD,,AWD,,,,D,SEDAN,UPPER,BEV,MASS,24.0,BYD BYD SEAL EXD AWD
2026-01,RY1,Wuling,Wuling Air EV,Wuling Air EV,LR,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,23.0,WULING Air EV LR
2023-01,RY3,BYD,BYD T3,BYD T3,,,,,,,UNKNOWN,VAN,VOLUME,BEV,MASS,23.0,BYD T3
2023-06,RY3,MG,MG Extender,MG Extender Cab,,,,,,,F,PICKUP,VOLUME,ICE,MASS,23.0,MG MG EXTENDER
2024-03,RY1,MG,MG ZS EV,MG ZS EV,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,23.0,MG ZS EV
2024-07,RY1,Aion,Aion ES,Aion ES,,,,,,,C,SEDAN,VOLUME,BEV,MASS,23.0,AION AION ES
2024-10,RY1,BYD,Seal,Seal,STD RWD,STD,RWD,,,,D,SEDAN,UPPER,BEV,MASS,23.0,BYD BYD SEAL STD RWD
2024-10,RY1,MG,MG HS,MG HS,,,,,,,C,CROSSOVER,MIXED,MIXED,MASS,23.0,MG HS
2024-11,RY1,Aion,Hyptec HT,Hyptec HT,620 LUXURY,LUXURY,,620.0,,,D,CROSSOVER,UPPER,BEV,MASS,23.0,AION HYPTEC HT 620 LUXURY
2024-11,RY1,MG,MG Maxus 7,MG Maxus 7,,,,,,,D,MPV,UPPER,ICE,MASS,23.0,MG MAXUS 7
2024-11,RY1,MG,MG Maxus 9,MG Maxus 9,,,,,,,E,MPV,LUXURY,BEV,MASS,23.0,MG MAXUS 9
2024-11,RY1,Tesla,Model Y,Model Y,Rear-Wheel Drive,,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,23.0,TESLA Model Y Rear-Wheel Drive
2025-02,RY1,Neta,Neta V,Neta V,,,,,,,A,CROSSOVER,VOLUME,BEV,BUDGET,23.0,NETA NETA V
2025-04,RY1,MG,MG Maxus 7,MG Maxus 7,,,,,,,D,MPV,UPPER,ICE,MASS,23.0,MG MAXUS 7
2025-04,RY1,Riddara,RD6,Riddara RD6 Double Cab,2WD,,2WD,,,,F,PICKUP,UPPER,BEV,MASS,23.0,RIDDARA RD6 2WD
2025-04,RY1,XPeng,XPeng X9,XPeng X9,LONG RANGE,LONG RANGE,,,,,E,MPV,LUXURY,BEV,PREMIUM_TECH,23.0,XPENG X9 LONG RANGE
2025-05,RY1,MG,MG Maxus 7,MG Maxus 7,,,,,,,D,MPV,UPPER,ICE,MASS,23.0,MG MAXUS 7
2025-06,RY1,Deepal,Deepal E07,Deepal E07,PLUS,PLUS,,,,,D,SUV,LUXURY,BEV,MASS,23.0,DEEPAL E07 PLUS
2025-09,RY1,MG,MG Maxus 9,MG Maxus 9,,,,,,,E,MPV,LUXURY,BEV,MASS,23.0,MG MAXUS 9
2025-10,RY1,BYD,Seal,Seal,EXD AWD,,AWD,,,,D,SEDAN,UPPER,BEV,MASS,23.0,BYD BYD SEAL EXD AWD
2025-10,RY1,Deepal,Deepal S05,Deepal S05,PLUS,PLUS,,,,,B,CROSSOVER,VOLUME,MIXED,MASS,23.0,DEEPAL S05 PLUS
2025-11,RY1,Riddara,RD6,Riddara RD6 Double Cab,PRO 2WD,PRO,2WD,,,,F,PICKUP,UPPER,BEV,MASS,23.0,RIDDARA RD6 PRO 2WD
2022-04,RY1,MG,MG EP,MG EP,,,,,,,B,WAGON,VOLUME,BEV,MASS,22.0,MG EP
2024-06,RY1,MG,MG HS,MG HS,PHEV,,,,,PHEV,C,CROSSOVER,MIXED,MIXED,MASS,22.0,MG HS PHEV
2024-09,RY1,Zeekr,Zeekr X,Zeekr X,,,,,,,B,CROSSOVER,UPPER,BEV,PREMIUM_TECH,22.0,ZEEKR ZEEKR X
2025-04,RY1,Deepal,Deepal L07,Deepal L07,,,,,,,D,SEDAN,UPPER,BEV,MASS,22.0,DEEPAL L07
2025-06,RY1,Changan,Changan Lumin,Changan Lumin,,,,,,,A,HATCHBACK,ENTRY,BEV,MASS,22.0,CHANGAN LUMIN
2025-08,RY1,Riddara,RD6,Riddara RD6 Double Cab,PRO 2WD,PRO,2WD,,,,F,PICKUP,UPPER,BEV,MASS,22.0,RIDDARA RD6 PRO 2WD
2025-09,RY1,Tesla,Model 3,Model 3,LONG RANGE,LONG RANGE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,22.0,TESLA MODEL 3 LONG RANGE
2025-09,RY3,MG,MG Extender,MG Extender Cab,,,,,,,F,PICKUP,VOLUME,ICE,MASS,22.0,MG MG EXTENDER
2025-12,RY1,MG,MG Extender,MG Extender Double Cab,,,,,,,F,PICKUP,VOLUME,ICE,MASS,22.0,MG MG EXTENDER
2022-07,RY1,MG,MG ZS EV,MG ZS EV,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,21.0,MG ZS EV
2022-12,RY1,Tesla,Model Y,Model Y,LONG RANGE,LONG RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,21.0,TESLA MODEL Y LONG RANGE
2023-09,RY1,Tesla,Model 3,Model 3,Rear-Wheel Drive,,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,21.0,TESLA Model 3 Rear-Wheel Drive
2023-11,RY3,MG,MG Extender,MG Extender Cab,,,,,,,F,PICKUP,VOLUME,ICE,MASS,21.0,MG MG EXTENDER
2023-12,RY1,Tesla,Model Y,Model Y,LONG RANGE,LONG RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,21.0,TESLA MODEL Y LONG RANGE
2024-01,RY1,Tesla,Model Y,Model Y,LONG RANGE,LONG RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,21.0,TESLA MODEL Y LONG RANGE
2024-06,RY1,GWM,Tank 500,Tank 500,,,,,,,E,PPV,LUXURY,HEV,MASS,21.0,GWM TANK 500 HYBRID
2024-11,RY1,MG,MG HS,MG HS,,,,,,,C,CROSSOVER,MIXED,MIXED,MASS,21.0,MG HS
2024-12,RY3,MG,MG Extender,MG Extender Cab,,,,,,,F,PICKUP,VOLUME,ICE,MASS,21.0,MG MG EXTENDER
2025-02,RY1,BYD,Seal,Seal,EXD AWD,,AWD,,,,D,SEDAN,UPPER,BEV,MASS,21.0,BYD BYD SEAL EXD AWD
2025-02,RY1,MG,MG Cyberster,MG Cyberster,,,,,,,D,COUPE,LUXURY,BEV,MASS,21.0,MG CYBERSTER
2025-03,RY1,Deepal,Deepal S07,Deepal S07,L,,,,,,C,CROSSOVER,UPPER,BEV,MASS,21.0,DEEPAL S07 L
2025-04,RY1,Tesla,Model Y,Model Y,Rear-Wheel Drive,,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,21.0,TESLA Model Y Rear-Wheel Drive
2025-07,RY1,Wuling,Wuling Bingo,Wuling Bingo,SRDTH,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,21.0,WULING Binguo SRDTH
2025-09,RY1,GWM,Haval H6,Haval H6,HYBRID,,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,21.0,HAVAL H6 HYBRID
2025-12,RY1,Deepal,Deepal S07,Deepal S07,L,,,,,,C,CROSSOVER,UPPER,BEV,MASS,21.0,DEEPAL S07 L
2025-12,RY1,Zeekr,Zeekr X,Zeekr X,,,,,,,B,CROSSOVER,UPPER,BEV,PREMIUM_TECH,21.0,ZEEKR ZEEKR X
2026-01,RY1,XPeng,XPeng G6,XPeng G6,STANDARD RANGE,STANDARD RANGE,,,,,D,CROSSOVER,UPPER,BEV,PREMIUM_TECH,20.0,XPENG G6 STANDARD RANGE
2022-09,RY1,Tesla,Model Y,Model Y,LONG RANGE,LONG RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,20.0,TESLA MODEL Y LONG RANGE
2022-09,RY2,MG,MG Extender,MG Extender Double Cab,,,,,,,F,PICKUP,VOLUME,ICE,MASS,20.0,MG MG EXTENDER
2022-11,RY1,Neta,Neta V,Neta V,,,,,,,A,CROSSOVER,VOLUME,BEV,BUDGET,20.0,NETA NETA V
2022-12,RY1,GWM,Haval H6,Haval H6,PLUG-IN HYBRID,,,,,PHEV,C,CROSSOVER,UPPER,MIXED,MASS,20.0,HAVAL H6 PLUG-IN HYBRID
2023-01,RY1,Tesla,Model Y,Model Y,LONG RANGE,LONG RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,20.0,TESLA MODEL Y LONG RANGE
2023-04,RY3,MG,MG Extender,MG Extender Cab,,,,,,,F,PICKUP,VOLUME,ICE,MASS,20.0,MG MG EXTENDER
2023-11,RY1,Aion,Aion Y Plus,Aion Y Plus,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,20.0,AION AION Y PLUS
2023-12,RY1,GWM,Haval H6,Haval H6,PLUG-IN HYBRID,,,,,PHEV,C,CROSSOVER,UPPER,MIXED,MASS,20.0,HAVAL H6 PLUG-IN HYBRID
2024-03,RY1,Tesla,Model Y,Model Y,LONG RANGE,LONG RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,20.0,TESLA MODEL Y LONG RANGE
2024-04,RY1,GWM,Tank 500,Tank 500,,,,,,,E,PPV,LUXURY,HEV,MASS,20.0,GWM TANK 500 HYBRID
2024-04,RY1,Tesla,Model Y,Model Y,PERFORMANCE,PERFORMANCE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,20.0,TESLA MODEL Y PERFORMANCE
2024-10,RY1,BYD,Seal,Seal,EXD AWD,,AWD,,,,D,SEDAN,UPPER,BEV,MASS,20.0,BYD BYD SEAL EXD AWD
2024-10,RY1,GWM,Tank 500,Tank 500,,,,,,,E,PPV,LUXURY,HEV,MASS,20.0,GWM TANK 500 HYBRID
2024-10,RY1,XPeng,XPeng G6,XPeng G6,STANDARD RANGE,STANDARD RANGE,,,,,D,CROSSOVER,UPPER,BEV,PREMIUM_TECH,20.0,XPENG G6 STANDARD RANGE
2024-11,RY1,GWM,Tank 500,Tank 500,,,,,,,E,PPV,LUXURY,HEV,MASS,20.0,GWM TANK 500 HYBRID
2024-12,RY1,BYD,Atto 3,Atto 3,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,20.0,BYD BYD ATTO 3
2025-01,RY1,BYD,Dolphin,Dolphin,EXD,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,20.0,BYD BYD DOLPHIN EXD
2025-01,RY3,BYD,BYD T3,BYD T3,,,,,,,UNKNOWN,VAN,VOLUME,BEV,MASS,20.0,BYD T3
2025-03,RY1,Deepal,Deepal E07,Deepal E07,PERFORMANCE AWD,PERFORMANCE,AWD,,,,D,SUV,LUXURY,BEV,MASS,20.0,DEEPAL E07 PERFORMANCE AWD
2025-03,RY1,Tesla,Model Y,Model Y,PERFORMANCE,PERFORMANCE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,20.0,TESLA MODEL Y PERFORMANCE
2025-06,RY1,BYD,Seal,Seal,STD RWD,STD,RWD,,,,D,SEDAN,UPPER,BEV,MASS,20.0,BYD BYD SEAL STD RWD
2025-07,RY1,Denza,Denza D9,Denza D9,AWD,,AWD,,,,E,MPV,LUXURY,MIXED,PREMIUM_LUXURY,20.0,DENZA DENZA D9 AWD
2025-07,RY1,GWM,Haval H6,Haval H6,HYBRID,,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,20.0,HAVAL H6 HYBRID
2025-08,RY1,Deepal,Deepal S05,Deepal S05,REEV MAX,MAX,,,,REEV,B,CROSSOVER,VOLUME,MIXED,MASS,20.0,DEEPAL S05 REEV MAX
2025-08,RY1,Wuling,Wuling Air EV,Wuling Air EV,LR,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,20.0,WULING Air EV LR
2025-10,RY1,GWM,Tank 300,Tank 300,,,,,,,C,PPV,UPPER,HEV,MASS,20.0,GWM TANK 300 HYBRID
2025-11,RY1,XPeng,XPeng G6,XPeng G6,AWD Performance,PERFORMANCE,AWD,,,,D,CROSSOVER,UPPER,BEV,PREMIUM_TECH,20.0,XPENG G6 AWD Performance
2025-11,RY1,XPeng,XPeng G6,XPeng G6,LONG RANGE,LONG RANGE,,,,,D,CROSSOVER,UPPER,BEV,PREMIUM_TECH,20.0,XPENG G6 LONG RANGE
2025-12,RY1,GWM,Ora Good Cat,Ora Good Cat,07,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,20.0,ORA ORA 07
2026-01,RY1,MG,MG ES,MG ES,,,,,,,C,CROSSOVER,VOLUME,BEV,MASS,19.0,MG ES
2026-01,RY1,XPeng,XPeng X9,XPeng X9,LONG RANGE,LONG RANGE,,,,,E,MPV,LUXURY,BEV,PREMIUM_TECH,19.0,XPENG X9 LONG RANGE
2022-12,RY1,GWM,Haval H6,Haval H6,HEV PRO,PRO,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,19.0,HAVAL H6 HEV PRO
2023-10,RY3,MG,MG Extender,MG Extender Cab,,,,,,,F,PICKUP,VOLUME,ICE,MASS,19.0,MG MG EXTENDER
2023-12,RY1,GWM,Haval H6,Haval H6,HEV PRO,PRO,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,19.0,HAVAL H6 HEV PRO
2024-01,RY1,MG,MG HS,MG HS,PHEV,,,,,PHEV,C,CROSSOVER,MIXED,MIXED,MASS,19.0,MG HS PHEV
2024-05,RY3,MG,MG Extender,MG Extender Cab,,,,,,,F,PICKUP,VOLUME,ICE,MASS,19.0,MG MG EXTENDER
2024-06,RY1,MG,MG ZS EV,MG ZS EV,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,19.0,MG ZS EV
2024-09,RY1,Deepal,Deepal S07,Deepal S07,L,,,,,,C,CROSSOVER,UPPER,BEV,MASS,19.0,DEEPAL S07 L
2024-11,RY1,Neta,Neta V,Neta V,,,,,,,A,CROSSOVER,VOLUME,BEV,BUDGET,19.0,NETA NETA V
2025-03,RY1,MG,MG Maxus 7,MG Maxus 7,,,,,,,D,MPV,UPPER,ICE,MASS,19.0,MG MAXUS 7
2025-04,RY1,Tesla,Model 3,Model 3,LONG RANGE,LONG RANGE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,19.0,TESLA MODEL 3 LONG RANGE
2025-04,RY1,Wuling,Wuling Bingo,Wuling Bingo,SRDTH,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,19.0,WULING Binguo SRDTH
2025-05,RY1,Aion,Hyptec HT,Hyptec HT,620 LUXURY,LUXURY,,620.0,,,D,CROSSOVER,UPPER,BEV,MASS,19.0,AION HYPTEC HT 620 LUXURY
2025-06,RY3,MG,MG Extender,MG Extender Cab,,,,,,,F,PICKUP,VOLUME,ICE,MASS,19.0,MG MG EXTENDER
2025-07,RY1,Jaecoo,Jaecoo 6 EV,Jaecoo 6 EV,Long Range 2WD,LONG RANGE,2WD,,,,B,CROSSOVER,VOLUME,BEV,MASS,19.0,JAECOO 6 EV Long Range 2WD
2025-07,RY1,MG,MG Cyberster,MG Cyberster,,,,,,,D,COUPE,LUXURY,BEV,MASS,19.0,MG CYBERSTER
2025-08,RY1,BYD,Seal,Seal,STD RWD,STD,RWD,,,,D,SEDAN,UPPER,BEV,MASS,19.0,BYD BYD SEAL STD RWD
2025-08,RY1,BYD,Sealion 6 DM-i,Sealion 6 DM-i,,,,,,,C,CROSSOVER,VOLUME,PHEV,MASS,19.0,BYD BYD SEALION 6
2025-08,RY1,GWM,Haval H6,Haval H6,HEV ULTRA,ULTRA,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,19.0,HAVAL H6 HEV ULTRA
2025-08,RY1,Tesla,Model 3,Model 3,PERFORMANCE,PERFORMANCE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,19.0,TESLA Model 3 Performance
2026-01,RY1,MG,MG HS,MG HS,PHEV,,,,,PHEV,C,CROSSOVER,MIXED,MIXED,MASS,18.0,MG HS PHEV
2026-01,RY1,MG,MG Extender,MG Extender Double Cab,,,,,,,F,PICKUP,VOLUME,ICE,MASS,18.0,MG MG EXTENDER
2026-01,RY3,BYD,BYD T3,BYD T3,,,,,,,UNKNOWN,VAN,VOLUME,BEV,MASS,18.0,BYD T3
2024-03,RY1,Tesla,Model Y,Model Y,PERFORMANCE,PERFORMANCE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,18.0,TESLA MODEL Y PERFORMANCE
2024-05,RY1,Wuling,Wuling Air EV,Wuling Air EV,LR,,,,,,A,HATCHBACK,ENTRY,BEV,BUDGET,18.0,WULING Air EV LR
2024-07,RY1,Tesla,Model Y,Model Y,PERFORMANCE,PERFORMANCE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,18.0,TESLA MODEL Y PERFORMANCE
2024-08,RY1,BYD,Seal,Seal,EXD AWD,,AWD,,,,D,SEDAN,UPPER,BEV,MASS,18.0,BYD BYD SEAL EXD AWD
2024-09,RY1,BYD,Seal,Seal,EXD AWD,,AWD,,,,D,SEDAN,UPPER,BEV,MASS,18.0,BYD BYD SEAL EXD AWD
2024-09,RY1,Changan,Changan Lumin,Changan Lumin,L DC,,,,,,A,HATCHBACK,ENTRY,BEV,MASS,18.0,CHANGAN LUMIN L DC
2024-10,RY1,MG,MG ES,MG ES,,,,,,,C,CROSSOVER,VOLUME,BEV,MASS,18.0,MG ES
2025-03,RY1,Deepal,Deepal E07,Deepal E07,PLUS,PLUS,,,,,D,SUV,LUXURY,BEV,MASS,18.0,DEEPAL E07 PLUS
2025-05,RY1,Riddara,Horizon,Riddara Horizon Double Cab,PRO 4WD,PRO,4WD,,,,F,PICKUP,UPPER,BEV,MASS,18.0,RIDDARA HORIZON PRO 4WD
